account;category;currency;amount;ref_currency_amount;type;payment_type;note;date;transfer;payee;labels
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2021-12-21T11:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2021-12-20T18:00:00.000Z;false;Disney;
Promerica Platinum Dolares;Alcohol, tobacco;USD;10.13;202.36;Expense;Cash;Chelas;2021-12-16T22:06:52.119Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;17;339.59;Expense;Cash;Hacer vomb x5;2021-12-14T20:38:39.833Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;19.7;393.53;Expense;Cash;Yagerbomb x5;2021-12-14T20:09:25.162Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;13;259.69;Expense;Cash;Martí ron;2021-12-14T18:42:02.664Z;false;;
BBVA 0270;Wage, invoices;MXN;36000;36000;Income;Cash;Oracle;2021-12-14T03:21:42.978Z;false;;
Promerica Platinum Dolares;Groceries;USD;13;259.69;Expense;Cash;CVS sandwiches;2021-12-13T21:10:50.522Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-12-13T18:00:00.000Z;false;;
Promerica Platinum Dolares;Food & Drinks;USD;10;199.76;Expense;Cash;McDonald’s;2021-12-13T14:13:29.916Z;false;;
Promerica Platinum Dolares;Groceries;USD;5;99.88;Expense;Cash;Agua;2021-12-13T00:43:08.134Z;false;;
Promerica Platinum Dolares;Groceries;USD;3.42;68.32;Expense;Cash;Gomitas;2021-12-12T23:30:55.015Z;false;;
Promerica Platinum Dolares;Housing;USD;37;739.12;Expense;Cash;Hostal Miami;2021-12-12T21:21:03.816Z;false;;
BI Gold quetzales;Restaurant, fast-food;GTQ;20;51.33;Expense;Cash;Gatored aeropuerto;2021-12-12T18:36:37.881Z;false;;
BI Gold quetzales;Alcohol, tobacco;GTQ;111;284.87;Expense;Cash;Vape;2021-12-12T13:55:48.587Z;false;;
BI Gold quetzales;Health and beauty;GTQ;295;757.09;Expense;Cash;Pruebas COVID;2021-12-12T02:15:43.898Z;false;;
BI Gold quetzales;Vehicle;GTQ;55;141.15;Expense;Cash;Car wash;2021-12-12T02:15:26.260Z;false;;
BI Gold quetzales;Drug-store, chemist;GTQ;285;731.43;Expense;Cash;Bloqueador solar;2021-12-12T02:10:21.472Z;false;;
BI Gold quetzales;Food & Drinks;GTQ;35;89.82;Expense;Cash;Shucos;2021-12-12T02:10:00.413Z;false;;
BI Gold quetzales;Food & Drinks;GTQ;48;123.19;Expense;Cash;Shucos;2021-12-12T02:09:38.786Z;false;;
Cash Mexico;Fines;MXN;1000;1000;Expense;Cash;Compra de euros;2021-12-11T03:06:50.000Z;false;;
BI Gold quetzales;Alcohol, tobacco;GTQ;54;138.59;Expense;Cash;Earth lodges;2021-12-11T02:09:15.000Z;false;;
BI Gold quetzales;Restaurant, fast-food;GTQ;160;410.63;Expense;Cash;Hamburguesas hostal;2021-12-11T02:08:26.000Z;false;;
BI Gold quetzales;Alcohol, tobacco;GTQ;50;128.32;Expense;Cash;Hostal antigua x2 chelas;2021-12-11T02:08:07.000Z;false;;
BBVA 0270;Charges, Fees;MXN;67;67;Expense;Cash;IVA de operación;2021-12-10T04:53:11.196Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-12-10T04:52:20.512Z;false;;
BBVA 0270;Financial expenses;MXN;416;416;Expense;Cash;Interés por transferencia internacional;2021-12-10T04:51:46.152Z;false;;
BI Gold quetzales;Fuel;GTQ;415;1065.06;Expense;Cash;Gasolina a carro de Michelle;2021-12-10T04:48:49.024Z;false;;
BI Gold quetzales;Pets, animals;GTQ;92.7;237.91;Expense;Cash;Juguetes y huesitos kobe man;2021-12-10T04:47:46.247Z;false;;
BI Gold quetzales;Parking;GTQ;15;38.5;Expense;Cash;;2021-12-10T03:02:32.970Z;false;;
BI Gold quetzales;Food & Drinks;GTQ;201.5;517.13;Expense;Cash;;2021-12-10T01:02:05.490Z;false;;
BI Gold quetzales;Parking;GTQ;10;25.66;Expense;Cash;Intento de cómoda;2021-12-10T01:01:51.940Z;false;;
BI Gold quetzales;Alcohol, tobacco;GTQ;54;138.59;Expense;Cash;Vape;2021-12-09T22:13:27.764Z;false;;
BI Gold quetzales;Clothes & Footwear;GTQ;50;128.32;Expense;Cash;Camisa de supermán;2021-12-09T21:00:35.220Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-12-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2021-12-08T18:00:00.000Z;false;;
BI Gold quetzales;Restaurant, fast-food;GTQ;82;210.45;Expense;Cash;Tacos con encu;2021-12-08T07:15:34.634Z;false;;
Promerica Platinum Quetzales;Taxi;GTQ;63;161.68;Expense;Cash;Uber de casa de carlos a mi casa;2021-12-08T07:15:01.656Z;false;;
Promerica Platinum Dolares;Long distance;USD;60;1198.57;Expense;Cash;Lanzarote ticket (maleta compartida);2021-12-08T04:20:03.630Z;false;;
BI Gold quetzales;Parking;GTQ;60;153.98;Expense;Cash;Parqueo perdido;2021-12-07T20:46:34.630Z;false;;
BI Gold quetzales;Restaurant, fast-food;GTQ;184;472.22;Expense;Cash;San Martín x2;2021-12-07T19:41:55.207Z;false;;
BI Gold quetzales;Parking;GTQ;10;25.66;Expense;Cash;Parqueo;2021-12-07T17:58:48.563Z;false;;
BI Gold quetzales;Health care, doctor;GTQ;179;459.39;Expense;Cash;Medicina rosácea;2021-12-07T17:52:46.077Z;false;;
BI Gold quetzales;Health care, doctor;GTQ;45;115.49;Expense;Cash;Consulta médica;2021-12-07T17:52:34.494Z;false;;
BI Gold quetzales;Restaurant, fast-food;GTQ;54;138.59;Expense;Cash;Postres x4;2021-12-06T22:29:15.807Z;false;;
Promerica Platinum Quetzales;Charity, gifts;GTQ;1000;2566.41;Expense;Cash;Ahijada, mamá Francis;2021-12-06T21:42:24.068Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2021-12-06T18:00:00.000Z;false;;
BI Quetzales;Alcohol, tobacco;GTQ;100;256.64;Expense;Cash;Weed;2021-12-05T21:34:40.693Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;100.41;257.69;Income;Cash;;2021-12-05T21:34:27.828Z;true;;
BI Dolares;Transfer, withdraw;USD;12.9;257.69;Expense;Cash;;2021-12-05T21:34:27.828Z;true;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2021-12-05T18:00:00.000Z;false;;
BI Gold quetzales;Clothes & Footwear;GTQ;1000;2566.41;Expense;Cash;Zapatos CAT;2021-12-05T17:27:08.138Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2021-12-03T18:00:00.000Z;false;;
BI Dolares;Fallado en traquear;USD;189.45;3784.48;Expense;Cash;;2021-12-03T17:01:32.695Z;false;;
Promerica Platinum Dolares;Fallado en traquear;USD;17.74;354.38;Income;Cash;;2021-12-03T16:59:52.304Z;false;;
BI Dolares;Pets, animals;USD;100;1997.62;Expense;Cash;Ayuda a Michelle por Kobe;2021-12-03T16:56:22.580Z;false;;
BI Dolares;Transfer, withdraw;USD;2000;39952.32;Expense;Cash;;2021-12-03T16:54:07.874Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;501.7;1287.57;Expense;Cash;;2021-12-03T16:50:52.142Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;501.7;1287.57;Income;Cash;;2021-12-03T16:50:52.142Z;true;;
BI Dolares;Transfer, withdraw;USD;2;39.95;Expense;Cash;;2021-12-03T16:45:37.573Z;true;;
Promerica Black Dolares;Transfer, withdraw;USD;2;39.95;Income;Cash;;2021-12-03T16:45:37.573Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2807;7203.92;Expense;Cash;;2021-12-03T16:44:21.162Z;true;;
Promerica Black Quetzales;Transfer, withdraw;GTQ;2807;7203.92;Income;Cash;;2021-12-03T16:44:21.162Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3308.07;8489.87;Income;Cash;;2021-12-03T16:37:59.980Z;true;;
BI Dolares;Transfer, withdraw;USD;425;8489.87;Expense;Cash;;2021-12-03T16:37:59.980Z;true;;
BI Quetzales;Insurances;GTQ;41;105.22;Expense;Cash;;2021-12-03T15:15:00.000Z;false;Debito plan comodidad;
Promerica Black Dolares;Fallado en traquear;USD;1.53;30.56;Expense;Cash;;2021-12-02T18:00:21.136Z;false;;
Promerica Platinum Dolares;Taxi;USD;7.76;155.02;Expense;Cash;Uber del aeropuerto a casa de William;2021-12-02T17:26:57.639Z;false;;
BI Dolares;Loans, interests;USD;186;3715.57;Income;Cash;Devuelto de banano de Airbnb;2021-12-02T02:00:56.276Z;false;;
Promerica Platinum Dolares;Taxi;USD;7.6;151.82;Expense;Cash;Uber de bodega a aeropuerto;2021-12-02T01:58:53.952Z;false;;
Promerica Platinum Dolares;Taxi;USD;9.7;193.77;Expense;Cash;Uber de casa de banano a bodega;2021-12-02T01:58:26.084Z;false;;
Promerica Platinum Dolares;Taxi;USD;5.3;105.87;Expense;Cash;Uber con banano;2021-12-02T01:57:59.353Z;false;;
BBVA 0270;Fallado en traquear;MXN;341.92;341.92;Expense;Cash;;2021-12-01T16:16:05.363Z;false;;
BBVA 0270;Software, apps, games;MXN;250;250;Expense;Cash;Disney Plus;2021-12-01T16:11:46.112Z;false;;
BBVA 0270;Transfer, withdraw;MXN;46000;46000;Expense;Cash;;2021-12-01T16:08:09.882Z;true;;
BI Dolares;Transfer, withdraw;USD;2302.74;45999.9;Income;Cash;;2021-12-01T16:08:09.882Z;true;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;20;399.52;Expense;Cash;Tacos de birria;2021-12-01T03:33:49.007Z;false;;
Promerica Platinum Dolares;Food & Drinks;USD;30;599.28;Expense;Cash;Rappi de luisito;2021-12-01T03:33:04.828Z;false;;
Promerica Platinum Dolares;Taxi;USD;2.96;59.13;Expense;Cash;;2021-11-30T17:18:14.000Z;false;;
Promerica Platinum Dolares;Books, audio, subscriptions;USD;7.5;149.82;Expense;Cash;;2021-11-30T04:48:14.140Z;false;;
Promerica Platinum Dolares;Pets, animals;USD;13.8;275.67;Expense;Cash;Huesitos ricos de kobe;2021-11-30T02:22:11.860Z;false;;
Cash Mexico;Taxi;MXN;500;500;Expense;Cash;Taxi y comida en efectivo;2021-11-29T22:53:32.037Z;false;;
Promerica Platinum Dolares;Bar, cafe;USD;3.68;73.51;Expense;Cash;Café churros;2021-11-29T21:38:48.043Z;false;;
Promerica Platinum Dolares;Taxi;USD;7.9;157.81;Expense;Cash;;2021-11-29T18:15:31.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;2.8;55.93;Expense;Cash;;2021-11-29T17:14:32.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;4.22;84.3;Expense;Cash;Uber;2021-11-29T17:13:36.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;7.9;157.81;Expense;Cash;;2021-11-28T18:16:13.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;2.4;47.94;Expense;Cash;;2021-11-27T18:39:48.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;3.33;66.52;Expense;Cash;;2021-11-27T17:16:53.000Z;false;;
Promerica Platinum Dolares;Taxi;USD;2.8;55.93;Expense;Cash;;2021-11-27T17:16:29.000Z;false;;
BBVA 0270;Alcohol, tobacco;MXN;1100;1100;Expense;Cash;Tío lechuga;2021-11-26T19:20:45.023Z;false;;
Promerica Platinum Dolares;Holiday, trips, hotels;USD;10;199.76;Expense;Cash;Entrada al monumento;2021-11-26T18:20:10.179Z;false;;
Promerica Platinum Dolares;Transportation;USD;7.31;146.03;Expense;Cash;Uber XL bodega a Casa;2021-11-26T05:45:00.000Z;false;Uber;
Promerica Platinum Dolares;Communication, PC;USD;4.52;90.29;Expense;Cash;Amazon Prime Membresia;2021-11-26T05:45:00.000Z;false;Amazon;
Promerica Platinum Dolares;Alcohol, tobacco;USD;20;399.52;Expense;Cash;Vape;2021-11-25T23:54:43.949Z;false;;
Promerica Platinum Dolares;Gifts, joy;USD;18;359.57;Expense;Cash;Aretes hermana y Michelle;2021-11-25T22:11:03.750Z;false;;
Promerica Platinum Dolares;Restaurant, fast-food;USD;20;399.52;Expense;Cash;Taco naco;2021-11-25T21:12:16.922Z;false;;
Promerica Platinum Dolares;Transportation;USD;8.3;165.8;Expense;Cash;Uber;2021-11-25T21:11:55.570Z;false;;
Promerica Platinum Dolares;Alcohol, tobacco;USD;5.2;103.88;Expense;Cash;Oxxo;2021-11-24T01:02:12.386Z;false;;
BBVA 0270;Transfer, withdraw;MXN;2000;2000;Expense;Cash;;2021-11-24T00:07:39.863Z;true;;
Cash Mexico;Transfer, withdraw;MXN;2000;2000;Income;Cash;;2021-11-24T00:07:39.863Z;true;;
Promerica Platinum Dolares;Transportation;USD;30.5;609.27;Expense;Cash;Tickets al aeropuerto;2021-11-24T00:07:08.823Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2021-11-23T18:00:00.000Z;false;;
Cash Mexico;Financial expenses;MXN;800;800;Expense;Cash;;2021-11-23T17:45:41.630Z;false;;
Cash Mexico;Housing;MXN;600;600;Expense;Cash;Hotel 1 día;2021-11-23T17:40:12.305Z;false;;
Promerica Black Quetzales;Charges, Fees;GTQ;2806.86;7203.56;Expense;Cash;Pago de deudas;2021-11-22T18:24:54.910Z;false;;
Promerica Platinum Quetzales;Loans, interests;GTQ;537.16;1378.57;Expense;Cash;iPhone;2021-11-22T18:23:53.949Z;false;;
BBVA 0270;Internet;MXN;150;150;Expense;Cash;HBO Max;2021-11-22T16:12:30.000Z;false;;
BBVA 0270;Fuel;MXN;250;250;Expense;Cash;Combustible de renta de carro;2021-11-21T17:24:33.969Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2021-11-21T17:00:00.000Z;false;;
Cash Mexico;Holiday, trips, hotels;MXN;900;900;Expense;Cash;Snorkel para 3 personas;2021-11-20T20:20:00.416Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2021-11-20T18:00:00.000Z;false;Disney;
Cash Mexico;Alcohol, tobacco;MXN;200;200;Expense;Cash;Weed;2021-11-20T17:32:05.256Z;false;;
Cash Mexico;Transportation;MXN;300;300;Expense;Cash;Taxi Michelle;2021-11-20T17:31:51.588Z;false;;
Cash Mexico;Alcohol, tobacco;MXN;200;200;Expense;Cash;Vape;2021-11-20T17:31:25.604Z;false;;
BBVA 0270;Transfer, withdraw;MXN;3000;3000;Expense;Cash;;2021-11-20T17:30:41.098Z;true;;
Cash Mexico;Transfer, withdraw;MXN;3000;3000;Income;Cash;;2021-11-20T17:30:41.098Z;true;;
BBVA 0270;Fuel;MXN;400;400;Expense;Cash;Gasolina;2021-11-18T19:17:44.883Z;false;;
BI Dolares;Loans, interests;USD;185;3695.59;Income;Cash;Prestado de banano;2021-11-18T17:17:18.071Z;false;;
BBVA 0270;Transfer, withdraw;MXN;500;500;Expense;Cash;;2021-11-14T21:15:11.145Z;true;;
Cash Mexico;Transfer, withdraw;MXN;500;500;Income;Cash;;2021-11-14T21:15:11.145Z;true;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-11-13T18:00:00.000Z;false;;
Cash Mexico;Transportation;MXN;200;200;Expense;Cash;Razo en efectivo para Michelle;2021-11-12T21:15:18.000Z;false;;D
BBVA 0270;Income;MXN;36308;36308;Income;Cash;Oracle;2021-11-12T16:12:54.625Z;false;;
BBVA 0270;Food & Drinks;MXN;295;295;Expense;Cash;Almuerzo de torta;2021-11-11T02:51:33.921Z;false;;
Promerica Black Quetzales;Financial expenses;GTQ;64.96;166.71;Expense;Cash;Seguro;2021-11-10T19:47:04.796Z;false;;
Cash Mexico;Holiday, trips, hotels;MXN;2300;2300;Expense;Cash;Gastos en efectivo;2021-11-10T19:44:16.797Z;false;;
BI Dolares;Transfer, withdraw;USD;352;7031.61;Expense;Cash;;2021-11-10T19:42:04.796Z;true;;
BI Dolares;Transfer, withdraw;USD;22;439.48;Expense;Cash;;2021-11-10T19:41:13.022Z;true;;
Promerica Black Dolares;Transfer, withdraw;USD;22;439.48;Income;Cash;;2021-11-10T19:41:13.022Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;990;2540.75;Income;Cash;;2021-11-10T19:39:11.908Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;990;2540.75;Expense;Cash;;2021-11-10T19:39:11.908Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2910;7468.26;Expense;Cash;;2021-11-10T19:38:44.013Z;true;;
Promerica Black Quetzales;Transfer, withdraw;GTQ;2910;7468.26;Income;Cash;;2021-11-10T19:38:44.013Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;77.84;199.77;Income;Cash;;2021-11-10T19:37:19.547Z;true;;
BI Dolares;Transfer, withdraw;USD;10;199.76;Expense;Cash;;2021-11-10T19:37:19.547Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;3994.2;10250.76;Income;Cash;;2021-11-10T19:33:14.547Z;true;;
BI Dolares;Transfer, withdraw;USD;513.15;10250.77;Expense;Cash;;2021-11-10T19:33:14.547Z;true;;
BBVA 0270;Alcohol, tobacco;MXN;758.5;758.5;Expense;Cash;Cerveza Oxxo;2021-11-10T19:28:02.671Z;false;;
BBVA 0270;Transfer, withdraw;MXN;20000;20000;Expense;Cash;;2021-11-10T19:27:24.478Z;true;;
BI Dolares;Transfer, withdraw;USD;1001.19;19999.93;Income;Cash;;2021-11-10T19:27:24.478Z;true;;
BBVA 0270;Charges, Fees;MXN;408;408;Expense;Cash;Costo por mover mi dinero;2021-11-09T22:33:07.211Z;false;;
BI Dolares;Transfer, withdraw;USD;300;5992.85;Expense;Cash;;2021-11-09T22:22:20.309Z;true;;
BI Dolares;Income;USD;303;6052.78;Income;Cash;Pago de deuda de banano;2021-11-09T22:21:50.941Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-11-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2021-11-08T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2021-11-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2021-11-05T18:00:00.000Z;false;;
BBVA 0270;Groceries;MXN;141;141;Expense;Cash;Oxxo Doritos;2021-11-05T01:10:57.748Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2021-11-03T18:00:00.000Z;false;;
Cash Mexico;Restaurant, fast-food;MXN;1000;1000;Expense;Cash;Bar Michelle y su amiga;2021-11-02T22:09:37.311Z;false;;
Cash Mexico;Financial expenses;MXN;690;690;Expense;Cash;Taxi y toallitas;2021-11-02T21:39:26.061Z;false;;
Cash Mexico;Clothes & Footwear;MXN;50;50;Expense;Cash;Pulsera de Michelle;2021-11-02T01:06:30.449Z;false;;D
Cash Mexico;Transfer, withdraw;MXN;4000;4000;Income;Cash;;2021-11-02T00:02:31.514Z;true;;
BBVA 0270;Transfer, withdraw;MXN;4000;4000;Expense;Cash;;2021-11-02T00:02:31.514Z;true;;
BBVA 0270;Bar, cafe;MXN;186;186;Expense;Cash;Dragon king Starbucks;2021-11-02T00:01:59.786Z;false;;D
BBVA 0270;Holiday, trips, hotels;MXN;350;350;Expense;Cash;Pagado amiga de Michelle;2021-11-01T18:46:54.542Z;false;;
Promerica Platinum Quetzales;Financial expenses;GTQ;717.38;1841.09;Expense;Cash;Visa cuotas;2021-10-30T14:56:31.930Z;false;;
Promerica Black Quetzales;Financial expenses;GTQ;2876.84;7383.16;Expense;Cash;Cargo de visa cuotas;2021-10-30T14:55:35.853Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2021-10-23T17:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2021-10-21T17:00:00.000Z;false;;
My Account;Alcohol, tobacco;COP;150000;784.06;Expense;Cash;Libe con pimment;2021-10-21T05:54:46.747Z;false;;
BI Dolares;Transfer, withdraw;USD;2390.69;47756.81;Expense;Cash;;2021-10-21T05:38:19.526Z;true;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2021-10-20T17:00:00.000Z;false;Disney;
BI Dolares;Transfer, withdraw;USD;2252.69;45000.1;Income;Cash;;2021-10-18T16:37:11.567Z;true;;
BBVA 0270;Transfer, withdraw;MXN;45000;45000;Expense;Cash;;2021-10-18T16:37:11.567Z;true;;
BBVA 0270;Transportation;MXN;70;70;Expense;Cash;Ubers;2021-10-13T17:00:00.000Z;false;;
My Account;Food & Drinks;COP;150000;784.06;Expense;Cash;;2021-10-13T14:39:13.077Z;false;;
BBVA 0270;Transportation;MXN;622.65;622.65;Expense;Cash;Ubers;2021-10-13T14:38:35.589Z;false;;
BBVA 0270;Income;MXN;36111.63;36111.63;Income;Cash;Oracle;2021-10-13T14:37:49.026Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2021-10-09T17:00:00.000Z;false;;
BBVA 0270;Transportation;MXN;120;120;Expense;Cash;Uber a pizzas;2021-10-09T00:05:19.506Z;false;;
