account;category;currency;amount;ref_currency_amount;type;payment_type;note;date;transfer;payee;labels
BBVA 0270;Transfer, withdraw;MXN;20000;20000;Expense;Cash;;2026-05-28T00:47:25.484Z;true;;
BI Dolares;Transfer, withdraw;USD;1001.19;20000;Income;Cash;;2026-05-28T00:47:25.484Z;true;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2026-05-23T18:00:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2026-05-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2026-05-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2026-05-20T18:00:00.000Z;false;Disney;
BBVA 0270;Alcohol, tobacco;MXN;600;600;Expense;Cash;Weed;2026-05-20T04:46:23.942Z;false;;
BBVA 0270;Life & Entertainment;MXN;800;800;Expense;Cash;Cash para Ani y mama;2026-05-19T01:45:14.310Z;false;;
Volaris;Restaurant, fast-food;MXN;1250;1250;Expense;Cash;Creeps and waffle;2026-05-19T01:11:00.276Z;false;;
BBVA Crédito;Home, garden;MXN;530;530;Expense;Cash;Limpiador de cuero casa;2026-05-18T03:16:01.186Z;false;;
BBVA 0270;Vehicle;MXN;60;60;Expense;Cash;Uber;2026-05-18T03:13:45.877Z;false;;
Volaris;Groceries;MXN;1315;1315;Expense;Cash;Soriana;2026-05-18T01:39:50.926Z;false;;
BBVA 0270;Vehicle;MXN;100;100;Expense;Cash;Transferido a taxista;2026-05-16T19:02:25.140Z;false;;
BBVA 0270;Life & Entertainment;MXN;1000;1000;Expense;Cash;Cash en palacio de hierro para efectivo y pasajes;2026-05-16T18:36:13.729Z;false;;
BBVA 0270;Vehicle;MXN;15000;15000;Expense;Cash;Pago l200;2026-05-16T11:43:08.138Z;false;;
Volaris;Transfer, withdraw;MXN;20776;20776;Income;Cash;;2026-05-16T05:10:03.113Z;true;;
BBVA 0270;Transfer, withdraw;MXN;20776;20776;Expense;Cash;;2026-05-16T05:10:03.113Z;true;;
Volaris;Pets, animals;MXN;846;846;Expense;Cash;Hospital veterinario;2026-05-16T05:00:05.571Z;false;;
Volaris;Groceries;MXN;291.07;291.07;Expense;Cash;Super Fresh;2026-05-16T04:59:20.319Z;false;;
BBVA Crédito;Transfer, withdraw;MXN;11211.22;11211.22;Income;Cash;Pago mínimo de tarjeta;2026-05-16T03:51:57.025Z;true;;
BBVA 0270;Transfer, withdraw;MXN;11211.22;11211.22;Expense;Cash;Pago mínimo de tarjeta;2026-05-16T03:51:57.025Z;true;;
Promerica Platinum Dolares;Transfer, withdraw;USD;971.28;19402.35;Income;Cash;;2026-05-16T03:46:48.857Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;7560.11;19402.35;Expense;Cash;;2026-05-16T03:46:48.857Z;true;;
BBVA 0270;Loans, interests;MXN;122000;122000;Income;Cash;Préstamo INVEX;2026-05-16T03:24:14.606Z;false;;
BBVA 0270;Insurances;MXN;51670;51670;Income;Cash;Seguro de desempleo;2026-05-16T03:23:18.285Z;false;;
BBVA 0270;Rent;MXN;19500;19500;Expense;Cash;Casa de Estefanías;2026-05-16T03:22:43.653Z;false;;
BBVA 0270;Electronics, accessories;MXN;5000;5000;Expense;Cash;Tablet;2026-05-16T03:22:21.220Z;false;;
BI Quetzales;Holiday, trips, hotels;GTQ;900;2309.77;Expense;Cash;Atitlan;2026-05-16T03:20:30.024Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-05-13T18:00:00.000Z;false;;
Volaris;Loans, interests;MXN;3257;3257;Expense;Cash;Intereses sujetos a IVA;2026-05-13T05:04:00.000Z;false;;
Volaris;Restaurant, fast-food;MXN;503;503;Expense;Cash;Zoola;2026-05-13T05:01:00.000Z;false;;
Volaris;Restaurant, fast-food;MXN;399.09;399.09;Expense;Cash;;2026-05-13T05:00:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-05-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2026-05-08T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2026-05-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2026-05-05T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2026-05-03T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2026-04-23T18:00:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2026-04-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2026-04-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2026-04-20T18:00:00.000Z;false;Disney;
Volaris;Bar, cafe;MXN;39;39;Expense;Cash;Soriana;2026-04-18T05:02:00.000Z;false;;
BBVA 0270;Vehicle;MXN;15000;15000;Expense;Cash;;2026-04-18T03:49:00.000Z;false;;
Volaris;Groceries;MXN;103;103;Expense;Cash;Oxxo;2026-04-16T22:15:04.795Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-04-13T18:00:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-04-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2026-04-08T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2026-04-06T18:00:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2026-04-05T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2026-04-03T18:00:00.000Z;false;;
Volaris;Groceries;MXN;39;39;Expense;Cash;;2026-03-27T22:15:00.000Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;76;195.05;Expense;Cash;;2026-03-25T16:28:44.430Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;76;195.05;Income;Cash;;2026-03-25T16:28:44.430Z;true;;
BBVA 0270;Housing;MXN;19500;19500;Expense;Cash;;2026-03-25T16:03:16.683Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;8494.5;21800.38;Income;Cash;;2026-03-25T15:57:37.436Z;true;;
BI Dolares;Transfer, withdraw;USD;1091.32;21800.38;Expense;Cash;;2026-03-25T15:57:37.436Z;true;;
BBVA 0270;Transportation;MXN;15000;15000;Expense;Cash;Skotia;2026-03-24T14:32:54.960Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2026-03-23T18:00:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2026-03-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2026-03-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2026-03-20T18:00:00.000Z;false;Disney;
Volaris;Transfer, withdraw;MXN;9450;9450;Income;Cash;Pago de saldo del mes;2026-03-19T06:19:10.285Z;true;;
BBVA 0270;Transfer, withdraw;MXN;9450;9450;Expense;Cash;Pago de saldo del mes;2026-03-19T06:19:10.285Z;true;;
BBVA 0270;Taxes;MXN;6000;6000;Expense;Cash;Ani Juan Carlos Oppetation;2026-03-19T06:01:54.789Z;false;;
BBVA 0270;Income;MXN;33397;33397;Income;Cash;IBM Savings found;2026-03-19T05:36:50.901Z;false;;
Volaris;Electronics, accessories;MXN;139;139;Expense;Cash;Cable de Steren;2026-03-18T22:12:00.000Z;false;;
Volaris;Restaurant, fast-food;MXN;150;150;Expense;Cash;Subway;2026-03-13T22:13:00.000Z;false;;
Volaris;Groceries;MXN;103;103;Expense;Cash;Oxxo;2026-03-13T22:12:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-03-13T18:00:00.000Z;false;;
Volaris;Electronics, accessories;MXN;2333;2333;Expense;Cash;Pago 2/6 Dyson;2026-03-12T06:14:00.000Z;false;;
Volaris;Electronics, accessories;MXN;2750;2750;Expense;Cash;Nintendo switch;2026-03-12T06:12:00.000Z;false;;
Volaris;Jewels, accessories;MXN;2916;2916;Expense;Cash;Hera Hausa;2026-03-11T01:01:57.697Z;false;;
Promerica Black Dolares;Loans, interests;USD;3.9;77.91;Expense;Cash;Seguro de saber que;2026-03-11T00:58:37.780Z;false;;
Promerica Black Quetzales;Financial expenses;GTQ;65.26;167.48;Expense;Cash;Seguro de robo;2026-03-11T00:58:11.735Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-03-09T18:00:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2026-03-08T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2026-03-06T18:00:00.000Z;false;;
Volaris;Restaurant, fast-food;MXN;218;218;Expense;Cash;McDonald’s Metepec;2026-03-06T06:15:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2026-03-05T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2026-03-03T18:00:00.000Z;false;;
Volaris;Vehicle;MXN;700;700;Expense;Cash;Diesel el día que fui al taller;2026-02-28T00:34:13.623Z;false;;
BBVA 0270;Transfer, withdraw;MXN;21000;21000;Expense;Cash;;2026-02-27T22:43:01.604Z;true;;
BI Dolares;Transfer, withdraw;USD;1051.25;21000;Income;Cash;;2026-02-27T22:43:01.604Z;true;;
BBVA 0270;Housing;MXN;19500;19500;Expense;Cash;Casa 49;2026-02-26T05:41:29.206Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2026-02-23T18:00:00.000Z;false;;
Volaris;Groceries;MXN;283;283;Expense;Cash;Oxxo;2026-02-23T06:16:00.000Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2026-02-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2026-02-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2026-02-20T18:00:00.000Z;false;Disney;
BBVA 0270;Transfer, withdraw;MXN;10000;10000;Expense;Cash;;2026-02-18T00:10:43.430Z;true;;
Volaris;Transfer, withdraw;MXN;10000;10000;Income;Cash;;2026-02-18T00:10:43.430Z;true;;
Volaris;Clothes & Footwear;MXN;1937;1937;Expense;Cash;Traje formal hermana;2026-02-16T06:09:00.000Z;false;;
Promerica Platinum Quetzales;Insurances;GTQ;76;195.05;Expense;Cash;Seguro de tarjeta;2026-02-16T04:31:27.047Z;false;;
BI Quetzales;Pets, animals;GTQ;50;128.32;Expense;Cash;Entrada de Kobe Sieneguilla;2026-02-16T04:11:00.921Z;false;;
BI Quetzales;Charity, gifts;GTQ;1700;4362.9;Expense;Cash;Sheny 💒;2026-02-16T04:08:09.935Z;false;;
Volaris;Jewels, accessories;MXN;2916;2916;Expense;Cash;Hers House;2026-02-14T00:08:00.000Z;false;;
Volaris;Bar, cafe;MXN;51;51;Expense;Cash;Café Barista;2026-02-14T00:00:00.000Z;false;;
Volaris;Clothes & Footwear;MXN;1937;1937;Expense;Cash;;2026-02-13T23:59:00.000Z;false;;
Volaris;Shopping;MXN;90;90;Expense;Cash;Cemaco;2026-02-13T23:59:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-02-13T18:00:00.000Z;false;;
Volaris;Shopping;MXN;2333;2333;Expense;Cash;;2026-02-13T00:08:00.000Z;false;;
Volaris;Food & Drinks;MXN;91;91;Expense;Cash;7even eleven;2026-02-11T00:03:00.000Z;false;;
Volaris;Restaurant, fast-food;MXN;220;220;Expense;Cash;McDonald’s;2026-02-11T00:03:00.000Z;false;;
Volaris;Alcohol, tobacco;MXN;1100;1100;Expense;Cash;Weed de Ani;2026-02-11T00:02:00.000Z;false;;
Volaris;Bar, cafe;MXN;168;168;Expense;Cash;Starbucks;2026-02-11T00:02:00.000Z;false;;
BBVA Crédito;Taxi;MXN;57;57;Expense;Cash;Poquito Uber;2026-02-10T18:53:54.721Z;false;;
BBVA Crédito;Bar, cafe;MXN;54;54;Expense;Cash;Poquito coffee;2026-02-10T02:04:41.006Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;2310;2310;Expense;Cash;Ropa de Gukasyan para graduación;2026-02-10T02:04:12.647Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-02-09T18:00:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;579;579;Expense;Cash;Pago de internet telcel de JP;2026-02-09T16:43:42.080Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2026-02-08T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2026-02-06T18:00:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;437;437;Expense;Cash;Antropic;2026-02-06T09:23:07.842Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;95.32;1904.13;Expense;Cash;#AWS;2026-02-06T04:36:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;17.85;356.57;Expense;Cash;#AWS;2026-02-06T04:35:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;45.75;913.91;Expense;Cash;#AWS;2026-02-06T04:32:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2026-02-05T18:00:00.000Z;false;;
BBVA 0270;Health care, doctor;MXN;5000;5000;Expense;Cash;Diente de Ani;2026-02-03T23:59:58.788Z;false;;
BBVA Crédito;Alcohol, tobacco;MXN;1400;1400;Expense;Cash;Weed for Ani;2026-02-03T22:33:34.350Z;false;;
BBVA Crédito;Transportation;MXN;70;70;Expense;Cash;Uber de toluca a metro;2026-02-03T22:10:32.302Z;false;;
BBVA Crédito;Taxi;MXN;200;200;Expense;Cash;Uber de Santa a Koots;2026-02-03T22:10:15.043Z;false;;
BBVA Crédito;Internet;MXN;200;200;Expense;Cash;Internet ani;2026-02-03T22:10:01.062Z;false;;
Promerica Black Dolares;Financial expenses;USD;11.84;236.52;Expense;Cash;Cargos por mora;2026-02-03T21:57:13.511Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;69;177.08;Expense;Cash;;2026-02-03T21:54:07.100Z;true;;
Promerica Platinum Quetzales;Transfer, withdraw;GTQ;69;177.08;Income;Cash;;2026-02-03T21:54:07.100Z;true;;
Promerica Black Quetzales;Transfer, withdraw;GTQ;63;161.68;Income;Cash;;2026-02-03T21:53:22.534Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;63;161.68;Expense;Cash;;2026-02-03T21:53:22.534Z;true;;
Cash Mexico;Transfer, withdraw;MXN;1000;1000;Income;Cash;;2026-02-03T21:53:06.990Z;true;;
Cash Mexico;Transfer, withdraw;MXN;497;497;Income;Cash;;2026-02-03T21:53:00.505Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;2008.19;5153.85;Income;Cash;;2026-02-03T21:52:32.792Z;true;;
BI Dolares;Transfer, withdraw;USD;258;5153.85;Expense;Cash;;2026-02-03T21:52:32.792Z;true;;
BI Dolares;Transfer, withdraw;USD;560;11186.65;Expense;Cash;;2026-02-03T21:52:16.541Z;true;;
Promerica Platinum Dolares;Transfer, withdraw;USD;560;11186.65;Income;Cash;;2026-02-03T21:52:16.541Z;true;;
BI Dolares;Transfer, withdraw;USD;1002.09;20018.01;Income;Cash;;2026-02-03T21:48:55.442Z;true;;
BI Quetzales;Transfer, withdraw;GTQ;7800;20018.01;Expense;Cash;;2026-02-03T21:48:55.442Z;true;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2026-02-03T18:00:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;435;435;Expense;Cash;;2026-02-02T22:11:00.000Z;false;;Antropic
BI Quetzales;Transfer, withdraw;GTQ;7792.98;20000;Income;Cash;;2026-02-02T19:24:25.642Z;true;;
BBVA 0270;Transfer, withdraw;MXN;20000;20000;Expense;Cash;;2026-02-02T19:24:25.642Z;true;;
BI Quetzales;Pets, animals;GTQ;2000;5132.82;Expense;Cash;Kobe man;2026-02-02T18:20:35.589Z;false;;
BI Quetzales;Financial expenses;GTQ;6241;16016.97;Expense;Cash;Pago a tarjeta Promerica;2026-02-02T18:19:56.106Z;false;;
BI Quetzales;Transfer, withdraw;GTQ;9807.45;25169.96;Income;Cash;;2026-02-02T18:19:27.903Z;true;;
BI Dolares;Transfer, withdraw;USD;1260;25169.96;Expense;Cash;;2026-02-02T18:19:27.903Z;true;;
BI Dolares;Transfer, withdraw;USD;1251.49;25000;Income;Cash;;2026-02-02T18:05:20.001Z;true;;
BBVA 0270;Transfer, withdraw;MXN;25000;25000;Expense;Cash;;2026-02-02T18:05:20.001Z;true;;
BBVA Crédito;Taxi;MXN;67;67;Expense;Cash;;2026-01-30T22:12:00.000Z;false;;
BBVA Crédito;Health care, doctor;MXN;1200;1200;Expense;Cash;Psicólogo;2026-01-30T18:23:27.141Z;false;;
BBVA Crédito;Transportation;MXN;77;77;Expense;Cash;Uber a Toluca;2026-01-30T18:19:23.196Z;false;;
BBVA Crédito;Vehicle;MXN;195;195;Expense;Cash;Gasolina;2026-01-29T18:22:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;576;576;Expense;Cash;Comida china de Ani;2026-01-29T18:21:00.000Z;false;;
BBVA Crédito;Health care, doctor;MXN;1650;1650;Expense;Cash;Isotetrinoina;2026-01-29T18:20:00.000Z;false;;
BBVA Crédito;Communication, PC;MXN;1355;1355;Expense;Cash;Cámaras;2026-01-29T18:20:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;866;866;Expense;Cash;Antropoc;2026-01-29T18:19:00.000Z;false;;
BBVA Crédito;Vehicle;MXN;112;112;Expense;Cash;Didi rides;2026-01-28T18:28:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;191;191;Expense;Cash;;2026-01-28T18:28:00.000Z;false;;
BBVA Crédito;Clothes & Footwear;MXN;1399;1399;Expense;Cash;Billetera de Ani;2026-01-28T18:27:00.000Z;false;;
BBVA Crédito;Software, apps, games;MXN;129;129;Expense;Cash;Karspersky;2026-01-27T18:32:00.000Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;780;780;Expense;Cash;Sushi de Ani;2026-01-26T02:26:18.758Z;false;;
BBVA Crédito;Software, apps, games;MXN;590;590;Expense;Cash;Google OneDrive;2026-01-25T21:27:56.682Z;false;;
BBVA 0270;Rent;MXN;19500;19500;Expense;Cash;Casa villas 46;2026-01-25T21:24:26.725Z;false;;
BBVA Crédito;Bar, cafe;MXN;186;186;Expense;Cash;Some poquito beers for Ani ;2026-01-25T21:05:46.273Z;false;;
BBVA Crédito;Software, apps, games;MXN;184;184;Expense;Cash;Office;2026-01-24T21:17:40.761Z;false;;
BBVA Crédito;Vehicle;MXN;79;79;Expense;Cash;wtc parqueo;2026-01-24T21:17:07.614Z;false;;
BBVA Crédito;Fuel;MXN;59;59;Expense;Cash;Parqueo de WTC;2026-01-24T21:16:23.926Z;false;;
Cash Mexico;Food & Drinks;MXN;997;997;Expense;Cash;Ani Russian snaks;2026-01-24T21:15:47.141Z;false;;
BBVA Crédito;Groceries;MXN;1400;1400;Expense;Cash;Koots Kanna;2026-01-24T21:08:28.678Z;false;;
BBVA Crédito;Groceries;MXN;117;117;Expense;Cash;7eleven apples;2026-01-24T21:07:46.074Z;false;;
BBVA Crédito;Food & Drinks;MXN;1180;1180;Expense;Cash;Ani Turkish Sussage;2026-01-24T21:07:10.658Z;false;;
BBVA Crédito;Restaurant, fast-food;MXN;364.1;364.1;Expense;Cash;Some poquito taco naco;2026-01-24T21:06:19.055Z;false;;
BBVA Crédito;Bar, cafe;MXN;57;57;Expense;Cash;Some poquito coffe;2026-01-24T21:03:38.773Z;false;;
BBVA Crédito;Shopping;MXN;2942;2942;Expense;Cash;Compras para la casa de Ani;2026-01-24T21:02:57.858Z;false;;
BBVA Crédito;Vehicle;MXN;200;200;Expense;Cash;Some poquito Vensin;2026-01-24T21:02:13.075Z;false;;
Promerica Black Dolares;Electronics, accessories;USD;244.18;4877.78;Expense;Cash;Notion Labs;2026-01-24T21:00:59.284Z;false;;
BBVA Crédito;Food & Drinks;MXN;2700;2700;Expense;Cash;Costco for Ani;2026-01-23T19:10:49.732Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.29;85.7;Expense;Credit card;;2026-01-23T18:00:00.000Z;false;;
BBVA 0270;Financial expenses;MXN;2200;2200;Expense;Cash;Poquito cash;2026-01-23T01:42:38.437Z;false;;
BBVA 0270;Software, apps, games;MXN;150;150;Expense;Cash;;2026-01-22T18:00:00.000Z;false;;
BBVA 0270;Active sport, fitness;MXN;583.5;583.5;Expense;Cash;;2026-01-21T18:00:00.000Z;false;;
Promerica Platinum Dolares;TV, Streaming;USD;5.99;119.66;Expense;Credit card;;2026-01-20T18:00:00.000Z;false;Disney;
BBVA 0270;Vehicle;MXN;15000;15000;Expense;Cash;Car;2026-01-20T17:13:48.479Z;false;;
BBVA Crédito;Vehicle;MXN;365;365;Expense;Cash;Perilla de las esferas del dragón;2026-01-20T16:48:22.482Z;false;;
BBVA 0270;Vehicle;MXN;597;597;Expense;Cash;Cinturón de seguridad;2026-01-20T16:37:19.442Z;false;;
Volaris;Transfer, withdraw;MXN;6700;6700;Income;Cash;;2026-01-18T01:39:04.363Z;true;;
BBVA 0270;Transfer, withdraw;MXN;6700;6700;Expense;Cash;;2026-01-18T01:39:04.363Z;true;;
BBVA Crédito;Software, apps, games;MXN;2643;2643;Expense;Cash;AWS certificacon;2026-01-18T01:37:11.576Z;false;;
Promerica Platinum Quetzales;Financial expenses;GTQ;76;195.05;Expense;Cash;Seguro de tarjeta;2026-01-18T01:27:42.280Z;false;;
Promerica Black Dolares;Financial expenses;USD;25;499.4;Expense;Cash;Cargos por gestión;2026-01-18T01:25:22.149Z;false;;
Promerica Black Quetzales;Taxes;GTQ;63;161.68;Expense;Cash;;2026-01-18T01:25:10.739Z;false;;
BBVA 0270;Health care, doctor;MXN;5000;5000;Expense;Cash;Dentista para Ani 🦷;2026-01-17T01:54:28.834Z;false;;
Promerica Black Dolares;Financial expenses;USD;25;499.4;Expense;Cash;;2026-01-14T21:56:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-01-13T18:00:00.000Z;false;;
Volaris;Jewels, accessories;MXN;2916;2916;Expense;Cash;Pago de cuota de Hera House;2026-01-13T01:34:00.000Z;false;;
BBVA 0270;Financial expenses;MXN;2000;2000;Expense;Cash;Poquito cash;2026-01-12T21:50:00.000Z;false;;
BBVA 0270;Insurances;MXN;70;70;Expense;Cash;;2026-01-09T18:00:00.000Z;false;;
Promerica Black Dolares;Software, apps, games;USD;21.99;439.28;Expense;Cash;Novoresume;2026-01-09T01:25:00.000Z;false;;
Promerica Platinum Dolares;Rent;USD;33.5;669.2;Expense;Credit card;Mensualidad de bodega;2026-01-08T18:00:00.000Z;false;;
BBVA 0270;Financial expenses;MXN;500;500;Expense;Cash;Poquito cash;2026-01-06T21:50:00.000Z;false;;
BBVA Crédito;Internet;MXN;769;769;Expense;Cash;Pago de total play;2026-01-06T20:21:52.816Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.84;96.68;Expense;Credit card;;2026-01-06T18:00:00.000Z;false;;
Promerica Black Dolares;Software, apps, games;USD;57;1138.64;Expense;Cash;Algo Expert;2026-01-06T01:26:00.000Z;false;;
Promerica Black Dolares;Software, apps, games;USD;14.99;299.44;Expense;Cash;Google One;2026-01-06T01:26:00.000Z;false;;
Bi Queztales;Financial expenses;GTQ;30;76.99;Expense;Cash;;2026-01-05T18:00:00.000Z;false;;
Promerica Platinum Dolares;Software, apps, games;USD;4.11;82.1;Expense;Cash;;2026-01-03T18:00:00.000Z;false;;
